,brandid,umlid
4957,6.0,po1000008569
4958,6.0,po1000006266
4959,6.0,po1000007627
4960,6.0,po1000005203
4961,6.0,po1000001208
4962,6.0,po1000003254
4963,6.0,po1000006365
4964,6.0,po1000008599
4965,6.0,po1000007658
4966,6.0,po1000001637
4967,6.0,po1000010020
4968,6.0,po1000010815
4969,6.0,po1000001278
4970,6.0,po1000004072
4971,6.0,po1000008616
4972,6.0,po1000005793
4973,6.0,po1000007603
4974,6.0,po1000010259
4975,6.0,po1000003783
4976,6.0,po1000005218
4977,6.0,po1000008589
4978,6.0,po1000010069
4979,6.0,po1000008429
4980,6.0,po1000000317
4981,6.0,po1000007463
4982,6.0,po1000007653
4983,6.0,po1000006295
4984,6.0,po1000001611
4985,6.0,po1000008264
4986,6.0,po1000004068
4987,6.0,po1000004582
4988,6.0,po1000004295
4989,6.0,po1000004320
4990,6.0,po1000007572
4991,6.0,po1000004300
4992,6.0,po1000001631
4993,6.0,po1000008143
4994,6.0,po1000001342
4995,6.0,po1000001383
4996,6.0,po1000008160
4997,6.0,po1000004337
4998,6.0,po1000007462
4999,6.0,po1000005206
5000,6.0,po1000008411
5001,6.0,po1000004531
5002,6.0,po1000008132
5003,6.0,po1000011301
5004,6.0,po1000008228
5005,6.0,po1000008659
5006,6.0,po1000004163
5007,6.0,po1000004055
5008,6.0,po1000007453
5009,6.0,po1000008392
5010,6.0,po1000001638
5011,6.0,po1000004379
5012,6.0,po1000004207
5013,6.0,po1000008233
5014,6.0,po1000007534
5015,6.0,po1000010077
5016,6.0,po1000004254
5017,6.0,po1000007432
5018,6.0,po1000010062
5019,6.0,po1000004136
5020,6.0,po1000004867
5021,6.0,po1000004226
5022,6.0,po1000004064
5023,6.0,po1000001992
5024,6.0,po1000004459
5025,6.0,po1000004215
5026,6.0,po1000004464
5027,6.0,po1000007481
5028,6.0,po1000004864
5029,6.0,po1000002356
5030,6.0,po1000004426
5031,6.0,po1000008221
5032,6.0,po1000004868
5033,6.0,po1000000320
5034,6.0,po1000004317
5035,6.0,po1000008343
5036,6.0,po1000004507
5037,6.0,po1000008620
5038,6.0,po1000011306
5039,6.0,po1000004481
5040,6.0,po1000007485
5041,6.0,po1000008207
5042,6.0,po1000004171
5043,6.0,po1000004313
5044,6.0,po1000006376
5045,6.0,po1000010256
5046,6.0,po1000008424
5047,6.0,po1000005222
5048,6.0,po1000004525
5049,6.0,po1000008281
5050,6.0,po1000004504
5051,6.0,po1000011300
5052,6.0,po1000005204
5053,6.0,po1000000600
5054,6.0,po1000004106
5055,6.0,po1000007585
5056,6.0,po1000007449
5057,6.0,po1000004063
5058,6.0,po1000002130
5059,6.0,po1000004474
5060,6.0,po1000004544
5061,6.0,po1000007566
5062,6.0,po1000004869
5063,6.0,po1000004066
5064,6.0,po1000004162
5065,6.0,po1000004325
5066,6.0,po1000010048
5067,6.0,po1000004527
5068,6.0,po1000006345
5069,6.0,po1000008423
5070,6.0,po1000007634
5071,6.0,po1000008425
5072,6.0,po1000004555
5073,6.0,po1000008416
5074,6.0,po1000011312
5075,6.0,po1000007442
5076,6.0,po1000004093
5077,6.0,po1000004467
5078,6.0,po1000006293
5079,6.0,po1000004390
5080,6.0,po1000010046
5081,6.0,po1000007533
5082,6.0,po1000004843
5083,6.0,po1000007610
5084,6.0,po1000009358
5085,6.0,po1000006259
5086,6.0,po1000004330
5087,6.0,po1000009068
5088,6.0,po1000004133
5089,6.0,po1000008434
5090,6.0,po1000008135
5091,6.0,po1000004532
5092,6.0,po1000008570
5093,6.0,po1000007441
5094,6.0,po1000004121
5095,6.0,po1000008586
5096,6.0,po1000004316
5097,6.0,po1000008218
5098,6.0,po1000004364
5099,6.0,po1000007651
5100,6.0,po1000008439
5101,6.0,po1000007622
5102,6.0,po1000008348
5103,6.0,po1000004266
5104,6.0,po1000006145
5105,6.0,po1000008577
5106,6.0,po1000000143
5107,6.0,po1000008579
5108,6.0,po1000010031
5109,6.0,po1000004232
5110,6.0,po1000002218
5111,6.0,po1000004858
5112,6.0,po1000004515
5113,6.0,po1000004065
5114,6.0,po1000006348
5115,6.0,po1000008656
5116,6.0,po1000004947
5117,6.0,po1000005221
5118,7.0,po1000008154
5119,7.0,po1000004102
5120,7.0,po1000004351
5121,7.0,po1000004497
5122,7.0,po1000001252
5123,7.0,po1000002145
5124,7.0,po1000001564
5125,7.0,po1000006247
5126,7.0,po1000001566
5127,7.0,po1000004461
5128,7.0,po1000004246
5129,7.0,po1000001565
5130,7.0,po1000004554
5131,7.0,po1000007528
5132,7.0,po1000004072
5133,7.0,po1000008580
5134,7.0,po1000004243
5135,7.0,po1000004507
5136,7.0,po1000004556
5137,7.0,po1000008215
5138,7.0,po1000008606
5139,7.0,po1000000601
5140,7.0,po1000008386
5141,7.0,po1000008158
5142,7.0,po1000002130
5143,7.0,po1000004218
5144,7.0,po1000004365
5145,7.0,po1000004280
5146,7.0,po1000004078
5147,7.0,po1000004202
5148,7.0,po1000000326
5149,7.0,po1000004295
5150,7.0,po1000006295
5151,7.0,po1000008597
5152,7.0,po1000004842
5153,7.0,po1000000329
5154,7.0,po1000004557
5155,7.0,po1000004575
5156,7.0,po1000007457
5157,7.0,po1000004513
5158,7.0,po1000004576
5159,7.0,po1000008388
5160,7.0,po1000007549
5161,7.0,po1000008214
5162,7.0,po1000004252
5163,7.0,po1000007468
5164,7.0,po1000004509
5165,7.0,po1000002219
5166,7.0,po1000004572
5167,7.0,po1000004479
5168,7.0,po1000010028
5169,7.0,po1000000451
5170,7.0,po1000004274
5171,7.0,po1000008171
5172,7.0,po1000007641
5173,7.0,po1000000054
5174,7.0,po1000001151
5175,7.0,po1000004070
5176,7.0,po1000008407
5177,7.0,po1000000324
5178,7.0,po1000004234
5179,7.0,po1000007477
5180,7.0,po1000003782
5181,7.0,po1000006344
5182,7.0,po1000005206
5183,7.0,po1000001488
5184,7.0,po1000004533
5185,7.0,po1000001380
5186,7.0,po1000006340
5187,7.0,po1000004303
5188,7.0,po1000004306
5189,7.0,po1000004482
5190,7.0,po1000007481
5191,7.0,po1000004419
5192,7.0,po1000004360
5193,7.0,po1000000530
5194,7.0,po1000004352
5195,7.0,po1000008290
5196,7.0,po1000004375
5197,7.0,po1000004488
5198,7.0,po1000004582
5199,7.0,po1000000706
5200,7.0,po1000007642
5201,7.0,po1000007485
5202,7.0,po1000004579
5203,7.0,po1000004285
5204,7.0,po1000000021
5205,7.0,po1000007486
5206,7.0,po1000004204
5207,7.0,po1000000107
5208,7.0,po1000004454
5209,7.0,po1000000095
5210,7.0,po1000008176
5211,7.0,po1000001761
5212,7.0,po1000008636
5213,7.0,po1000008583
5214,7.0,po1000007637
5215,7.0,po1000004403
5216,7.0,po1000004868
5217,7.0,po1000001611
5218,7.0,po1000001043
5219,7.0,po1000008411
5220,7.0,po1000004865
5221,7.0,po1000004191
5222,7.0,po1000004056
5223,7.0,po1000006144
5224,7.0,po1000002913
5225,7.0,po1000008199
5226,7.0,po1000007623
5227,7.0,po1000007537
5228,7.0,po1000004164
5229,7.0,po1000007621
5230,7.0,po1000004160
5231,7.0,po1000004307
5232,7.0,po1000004313
5233,7.0,po1000004546
5234,7.0,po1000004427
5235,7.0,po1000004318
5236,7.0,po1000008132
5237,7.0,po1000005210
5238,7.0,po1000004153
5239,7.0,po1000004425
5240,7.0,po1000004362
5241,7.0,po1000004374
5242,7.0,po1000004367
5243,7.0,po1000006208
5244,7.0,po1000008423
5245,7.0,po1000004353
5246,7.0,po1000004311
5247,7.0,po1000004443
5248,7.0,po1000007496
5249,7.0,po1000008161
5250,7.0,po1000002132
5251,7.0,po1000004175
5252,7.0,po1000004155
5253,7.0,po1000004291
5254,7.0,po1000002037
5255,7.0,po1000000939
5256,7.0,po1000000950
5257,7.0,po1000002088
5258,7.0,po1000004484
5259,7.0,po1000008273
5260,7.0,po1000004198
5261,7.0,po1000002227
5262,7.0,po1000007443
5263,7.0,po1000004491
5264,7.0,po1000007648
5265,7.0,po1000004398
5266,7.0,po1000004422
5267,7.0,po1000004490
5268,7.0,po1000008193
5269,7.0,po1000008383
5270,7.0,po1000008346
5271,7.0,po1000008641
5272,7.0,po1000004565
5273,7.0,po1000008228
5274,7.0,po1000004121
5275,7.0,po1000005222
5276,7.0,po1000004190
5277,7.0,po1000008138
5278,7.0,po1000004064
5279,7.0,po1000007508
5280,7.0,po1000007509
5281,7.0,po1000004526
5282,7.0,po1000007541
5283,7.0,po1000006328
5284,7.0,po1000002356
5285,7.0,po1000000319
5286,7.0,po1000004508
5287,7.0,po1000002159
5288,7.0,po1000002226
5289,7.0,po1000002609
5290,7.0,po1000002608
5291,7.0,po1000004350
5292,7.0,po1000009580
5293,7.0,po1000004165
5294,7.0,po1000004176
5295,7.0,po1000004511
5296,7.0,po1000001154
5297,7.0,po1000006264
5298,7.0,po1000004487
5299,7.0,po1000004320
5300,7.0,po1000004203
5301,7.0,po1000004260
5302,7.0,po1000004496
5303,7.0,po1000008207
5304,7.0,po1000007515
5305,7.0,po1000004294
5306,7.0,po1000004286
5307,7.0,po1000004128
5308,7.0,po1000004348
5309,7.0,po1000004259
5310,7.0,po1000004852
5311,7.0,po1000004085
5312,7.0,po1000007524
5313,7.0,po1000005793
5314,7.0,po1000001920
5315,7.0,po1000004315
5316,7.0,po1000006984
5317,7.0,po1000004504
5318,7.0,po1000007653
5319,7.0,po1000004553
5320,7.0,po1000001344
5321,7.0,po1000004195
5322,7.0,po1000007463
5323,7.0,po1000004163
5324,7.0,po1000006294
5325,7.0,po1000008268
5326,7.0,po1000006225
5327,7.0,po1000006182
5328,7.0,po1000004150
5329,7.0,po1000004431
5330,7.0,po1000008180
5331,7.0,po1000004075
5332,7.0,po1000007546
5333,7.0,po1000004850
5334,7.0,po1000004126
5335,7.0,po1000004289
5336,7.0,po1000004139
5337,7.0,po1000004329
5338,7.0,po1000004571
5339,7.0,po1000008287
5340,7.0,po1000008274
5341,7.0,po1000007553
5342,7.0,po1000005155
5343,7.0,po1000006366
5344,7.0,po1000010064
5345,7.0,po1000004341
5346,7.0,po1000008345
5347,7.0,po1000004853
5348,7.0,po1000007658
5349,7.0,po1000008227
5350,7.0,po1000001638
5351,7.0,po1000005204
5352,7.0,po1000000561
5353,7.0,po1000004428
5354,7.0,po1000004245
5355,7.0,po1000000146
5356,7.0,po1000008567
5357,7.0,po1000008231
5358,7.0,po1000010794
5359,7.0,po1000001060
5360,7.0,po1000000184
5361,7.0,po1000004309
5362,7.0,po1000004489
5363,7.0,po1000004655
5364,7.0,po1000004106
5365,7.0,po1000006150
5366,7.0,po1000004205
5367,7.0,po1000000315
5368,7.0,po1000004316
5369,7.0,po1000001775
5370,7.0,po1000004197
5371,7.0,po1000007474
5372,7.0,po1000008392
5373,7.0,po1000004090
5374,7.0,po1000001150
5375,7.0,po1000007567
5376,7.0,po1000004492
5377,7.0,po1000006202
5378,7.0,po1000001345
5379,7.0,po1000001372
5380,7.0,po1000008239
5381,7.0,po1000004239
5382,7.0,po1000008269
5383,7.0,po1000008152
5384,7.0,po1000004219
5385,7.0,po1000002653
5386,7.0,po1000004334
5387,7.0,po1000004844
5388,7.0,po1000004541
5389,7.0,po1000004345
5390,7.0,po1000001381
5391,7.0,po1000000411
5392,7.0,po1000000330
5393,7.0,po1000007628
5394,7.0,po1000001208
5395,7.0,po1000001256
5396,7.0,po1000004514
5397,7.0,po1000004281
5398,7.0,po1000004438
5399,7.0,po1000007449
5400,7.0,po1000004297
5401,7.0,po1000004100
5402,7.0,po1000004060
5403,7.0,po1000007613
5404,7.0,po1000004444
5405,7.0,po1000006346
5406,7.0,po1000004161
5407,7.0,po1000004470
5408,7.0,po1000007462
5409,7.0,po1000004288
5410,7.0,po1000004389
5411,7.0,po1000003497
5412,7.0,po1000004377
5413,7.0,po1000004327
5414,7.0,po1000004562
5415,7.0,po1000004942
5416,7.0,po1000004110
5417,7.0,po1000007464
5418,7.0,po1000004323
5419,7.0,po1000007467
5420,7.0,po1000001631
5421,7.0,po1000010249
5422,7.0,po1000004107
5423,7.0,po1000008164
5424,7.0,po1000007473
5425,7.0,po1000004418
5426,7.0,po1000004337
5427,7.0,po1000008396
5428,7.0,po1000007660
5429,7.0,po1000008226
5430,7.0,po1000004255
5431,7.0,po1000000144
5432,7.0,po1000002676
5433,7.0,po1000004373
5434,7.0,po1000004207
5435,7.0,po1000008605
5436,7.0,po1000001061
5437,7.0,po1000008160
5438,7.0,po1000002651
5439,7.0,po1000001250
5440,7.0,po1000002147
5441,7.0,po1000003004
5442,7.0,po1000008197
5443,7.0,po1000008210
5444,7.0,po1000008233
5445,7.0,po1000001417
5446,7.0,po1000001418
5447,7.0,po1000004544
5448,7.0,po1000008589
5449,7.0,po1000004296
5450,7.0,po1000004944
5451,7.0,po1000001207
5452,7.0,po1000004486
5453,7.0,po1000004452
5454,7.0,po1000004498
5455,7.0,po1000004538
5456,7.0,po1000007535
5457,7.0,po1000007540
5458,7.0,po1000006268
5459,7.0,po1000004383
5460,7.0,po1000001612
5461,7.0,po1000000283
5462,7.0,po1000008159
5463,7.0,po1000004361
5464,7.0,po1000004378
5465,7.0,po1000004277
5466,7.0,po1000007548
5467,7.0,po1000008234
5468,7.0,po1000004869
5469,7.0,po1000001637
5470,7.0,po1000004066
5471,7.0,po1000002863
5472,7.0,po1000004866
5473,7.0,po1000004162
5474,7.0,po1000008155
5475,7.0,po1000002063
5476,7.0,po1000007630
5477,7.0,po1000010024
5478,7.0,po1000004302
5479,7.0,po1000007622
5480,7.0,po1000004167
5481,7.0,po1000008422
5482,7.0,po1000000099
5483,7.0,po1000004548
5484,7.0,po1000008282
5485,7.0,po1000008608
5486,7.0,po1000008184
5487,7.0,po1000006176
5488,7.0,po1000006153
5489,7.0,po1000004236
5490,7.0,po1000000560
5491,7.0,po1000004325
5492,7.0,po1000007523
5493,7.0,po1000004462
5494,7.0,po1000008165
5495,7.0,po1000004125
5496,7.0,po1000004439
5497,7.0,po1000008615
5498,7.0,po1000004213
5499,7.0,po1000004934
5500,7.0,po1000002335
5501,7.0,po1000004567
5502,7.0,po1000004856
5503,7.0,po1000008395
5504,7.0,po1000004527
5505,7.0,po1000001062
5506,7.0,po1000000320
5507,7.0,po1000004189
5508,7.0,po1000004550
5509,7.0,po1000004412
5510,7.0,po1000004368
5511,7.0,po1000004376
5512,7.0,po1000007586
5513,7.0,po1000003486
5514,7.0,po1000007448
5515,7.0,po1000008225
5516,7.0,po1000002360
5517,7.0,po1000007591
5518,7.0,po1000004112
5519,7.0,po1000008140
5520,7.0,po1000004387
5521,7.0,po1000000531
5522,7.0,po1000004132
5523,7.0,po1000004382
5524,7.0,po1000004238
5525,7.0,po1000001058
5526,7.0,po1000006345
5527,7.0,po1000004284
5528,7.0,po1000004214
5529,7.0,po1000004188
5530,7.0,po1000007673
5531,7.0,po1000003976
5532,7.0,po1000000600
5533,7.0,po1000008188
5534,7.0,po1000007594
5535,7.0,po1000007596
5536,7.0,po1000008566
5537,7.0,po1000004364
5538,7.0,po1000004441
5539,7.0,po1000004417
5540,7.0,po1000008190
5541,7.0,po1000007627
5542,7.0,po1000004545
5543,7.0,po1000009567
5544,7.0,po1000004558
5545,7.0,po1000007600
5546,7.0,po1000008128
5547,7.0,po1000004067
5548,7.0,po1000004560
5549,7.0,po1000004862
5550,7.0,po1000004540
5551,7.0,po1000007602
5552,7.0,po1000004129
5553,7.0,po1000008206
5554,7.0,po1000004312
5555,7.0,po1000004555
5556,7.0,po1000004157
5557,7.0,po1000004225
5558,7.0,po1000007604
5559,7.0,po1000007605
5560,7.0,po1000006147
5561,7.0,po1000004370
5562,7.0,po1000001251
5563,7.0,po1000000879
5564,7.0,po1000006159
5565,7.0,po1000002637
5566,7.0,po1000005128
5567,7.0,po1000008074
5568,7.0,po1000005205
5569,7.0,po1000004535
5570,7.0,po1000001156
5571,7.0,po1000007587
5572,7.0,po1000007610
5573,7.0,po1000004137
5574,7.0,po1000004534
5575,7.0,po1000004332
5576,7.0,po1000006362
5577,7.0,po1000001777
5578,7.0,po1000001774
5579,7.0,po1000004411
5580,7.0,po1000004172
5581,7.0,po1000001992
5582,7.0,po1000004922
5583,7.0,po1000004404
5584,7.0,po1000004265
5585,7.0,po1000008146
5586,7.0,po1000005106
5587,7.0,po1000004472
5588,7.0,po1000006186
5589,7.0,po1000008416
5590,7.0,po1000008148
5591,7.0,po1000004173
5592,7.0,po1000007616
5593,7.0,po1000004495
5594,7.0,po1000007437
5595,7.0,po1000004059
5596,7.0,po1000004136
5597,7.0,po1000006301
5598,7.0,po1000004273
5599,7.0,po1000004940
5600,7.0,po1000010074
5601,7.0,po1000004384
5602,7.0,po1000004379
5603,7.0,po1000004149
5604,7.0,po1000004158
5605,7.0,po1000003112
5606,7.0,po1000007618
5607,7.0,po1000008425
5608,7.0,po1000005803
5609,7.0,po1000004228
5610,7.0,po1000007052
5611,7.0,po1000004410
5612,7.0,po1000000106
5613,7.0,po1000000134
5614,7.0,po1000000322
5615,7.0,po1000006152
5616,7.0,po1000010006
5617,7.0,po1000004867
5618,7.0,po1000007442
5619,7.0,po1000008127
5620,7.0,po1000004426
5621,7.0,po1000004424
5622,7.0,po1000008208
5623,7.0,po1000004536
5624,7.0,po1000004559
5625,7.0,po1000004240
5626,7.0,po1000004314
5627,7.0,po1000004459
5628,7.0,po1000004483
5629,7.0,po1000004101
5630,7.0,po1000004215
5631,7.0,po1000008429
5632,7.0,po1000004468
5633,7.0,po1000008264
5634,7.0,po1000002158
5635,7.0,po1000006240
5636,7.0,po1000004210
5637,7.0,po1000001343
5638,7.0,po1000007599
5639,7.0,po1000001155
5640,7.0,po1000004216
5641,7.0,po1000004299
5642,7.0,po1000006212
5643,7.0,po1000004481
5644,7.0,po1000004931
5645,7.0,po1000004084
5646,7.0,po1000004185
5647,7.0,po1000008343
5648,7.0,po1000004321
5649,7.0,po1000004435
5650,7.0,po1000002143
5651,7.0,po1000004395
5652,7.0,po1000002144
5653,7.0,po1000000352
5654,7.0,po1000004402
5655,7.0,po1000009068
5656,7.0,po1000005212
5657,7.0,po1000008529
5658,7.0,po1000008400
5659,7.0,po1000004339
5660,7.0,po1000002607
5661,7.0,po1000004573
5662,7.0,po1000007635
5663,7.0,po1000000638
5664,7.0,po1000004476
5665,7.0,po1000008230
5666,7.0,po1000004518
5667,7.0,po1000000318
5668,7.0,po1000004142
5669,7.0,po1000004263
5670,7.0,po1000004269
5671,7.0,po1000002146
5672,7.0,po1000000317
5673,7.0,po1000006652
5674,7.0,po1000004249
5675,7.0,po1000004859
5676,7.0,po1000004206
5677,7.0,po1000002677
5678,7.0,po1000004177
5679,7.0,po1000004104
5680,7.0,po1000004208
5681,7.0,po1000004532
5682,7.0,po1000005218
5683,7.0,po1000005219
5684,7.0,po1000002142
5685,7.0,po1000008569
5686,7.0,po1000004305
5687,7.0,po1000004432
5688,7.0,po1000007519
5689,7.0,po1000004336
5690,7.0,po1000004947
5691,7.0,po1000002367
5692,7.0,po1000000148
5693,7.0,po1000004138
5694,7.0,po1000002491
5695,7.0,po1000000331
5696,7.0,po1000004344
5697,7.0,po1000004394
5698,7.0,po1000006161
5699,7.0,po1000007529
5700,7.0,po1000006376
5701,7.0,po1000008440
5702,7.0,po1000004930
5703,7.0,po1000008270
5704,7.0,po1000006266
5705,7.0,po1000006259
5706,7.0,po1000010257
5707,7.0,po1000004493
5708,7.0,po1000008156
5709,7.0,po1000000092
5710,7.0,po1000005202
5711,7.0,po1000008585
5712,7.0,po1000004267
5713,7.0,po1000008151
5714,7.0,po1000004134
5715,7.0,po1000004946
5716,7.0,po1000002320
5717,7.0,po1000000953
5718,7.0,po1000004335
5719,7.0,po1000006251
5720,7.0,po1000001279
5721,7.0,po1000008412
5722,7.0,po1000008153
5723,7.0,po1000006249
5724,7.0,po1000004127
5725,7.0,po1000008601
5726,7.0,po1000008434
5727,7.0,po1000006505
5728,7.0,po1000008131
5729,7.0,po1000010073
5730,7.0,po1000008611
5731,7.0,po1000007511
5732,7.0,po1000008143
5733,7.0,po1000008393
5734,7.0,po1000008133
5735,7.0,po1000005208
5736,7.0,po1000010031
5737,7.0,po1000007569
5738,7.0,po1000003491
5739,7.0,po1000006323
5740,7.0,po1000006246
5741,7.0,po1000008185
5742,7.0,po1000007561
5743,7.0,po1000007638
5744,7.0,po1000006348
5745,7.0,po1000008578
5746,7.0,po1000004466
5747,7.0,po1000003150
5748,7.0,po1000007453
5749,7.0,po1000004561
5750,7.0,po1000004390
5751,7.0,po1000010251
5752,7.0,po1000001278
5753,7.0,po1000009020
5754,7.0,po1000008398
5755,7.0,po1000004223
5756,7.0,po1000007984
5757,7.0,po1000004449
5758,7.0,po1000004271
5759,7.0,po1000007672
5760,7.0,po1000004863
5761,7.0,po1000010016
5762,7.0,po1000000314
5763,7.0,po1000004446
5764,7.0,po1000008421
5765,7.0,po1000002198
5766,7.0,po1000004253
5767,7.0,po1000008135
5768,7.0,po1000007559
5769,7.0,po1000007629
5770,7.0,po1000010077
5771,7.0,po1000007572
5772,7.0,po1000004342
5773,7.0,po1000009356
5774,7.0,po1000008397
5775,7.0,po1000007625
5776,7.0,po1000006230
5777,7.0,po1000007626
5778,7.0,po1000004516
5779,7.0,po1000004448
5780,7.0,po1000007603
5781,7.0,po1000004117
5782,7.0,po1000008599
5783,7.0,po1000004563
5784,7.0,po1000007609
5785,7.0,po1000004230
5786,7.0,po1000006156
5787,7.0,po1000004400
5788,7.0,po1000010258
5789,7.0,po1000002895
5790,7.0,po1000008291
5791,7.0,po1000007571
5792,7.0,po1000000316
5793,7.0,po1000007469
5794,7.0,po1000008431
5795,7.0,po1000010015
5796,7.0,po1000006231
5797,7.0,po1000004436
5798,7.0,po1000004130
5799,7.0,po1000008584
5800,7.0,po1000001152
5801,7.0,po1000004266
5802,7.0,po1000000562
5803,7.0,po1000008587
5804,7.0,po1000004500
5805,7.0,po1000004331
5806,7.0,po1000006232
5807,7.0,po1000008258
5808,7.0,po1000006365
5809,7.0,po1000004317
5810,7.0,po1000008246
5811,7.0,po1000010039
5812,7.0,po1000009559
5813,7.0,po1000010052
5814,7.0,po1000010072
5815,7.0,po1000010030
5816,7.0,po1000010255
5817,7.0,po1000009027
5818,7.0,po1000010047
5819,7.0,po1000010882
5820,7.0,po1000004858
5821,7.0,po1000004093
5822,7.0,po1000004194
5823,7.0,po1000004308
5824,7.0,po1000000325
5825,7.0,po1000008279
5826,7.0,po1000010012
5827,7.0,po1000008292
5828,7.0,po1000004096
5829,7.0,po1000004499
5830,7.0,po1000009566
5831,7.0,po1000006222
5832,7.0,po1000009558
5833,7.0,po1000010062
5834,7.0,po1000004531
5835,7.0,po1000008613
5836,7.0,po1000000553
5837,7.0,po1000009025
5838,7.0,po1000010013
5839,7.0,po1000009019
5840,7.0,po1000010014
5841,7.0,po1000008271
5842,7.0,po1000010256
5843,7.0,po1000004570
5844,7.0,po1000010075
5845,7.0,po1000010078
5846,7.0,po1000008277
5847,7.0,po1000003210
5848,7.0,po1000006236
5849,7.0,po1000006145
5850,7.0,po1000001740
5851,7.0,po1000004065
5852,7.0,po1000006977
5853,7.0,po1000009021
5854,7.0,po1000009015
5855,7.0,po1000008272
5856,7.0,po1000008218
5857,7.0,po1000001057
5858,7.0,po1000006310
5859,7.0,po1000007396
5860,7.0,po1000000829
5861,7.0,po1000009355
5862,7.0,po1000004380
5863,7.0,po1000004356
5864,7.0,po1000004475
5865,7.0,po1000008145
5866,7.0,po1000008581
5867,7.0,po1000006227
5868,7.0,po1000010065
5869,7.0,po1000005100
5870,7.0,po1000004113
5871,7.0,po1000000143
5872,7.0,po1000010010
5873,7.0,po1000010011
5874,7.0,po1000003783
5875,7.0,po1000005442
5876,7.0,po1000010050
5877,7.0,po1000010026
5878,7.0,po1000002103
5879,7.0,po1000008186
5880,7.0,po1000010042
5881,7.0,po1000008577
5882,7.0,po1000006184
5883,7.0,po1000004843
5884,7.0,po1000007634
5885,7.0,po1000004156
5886,7.0,po1000004082
5887,7.0,po1000006181
5888,7.0,po1000004656
5889,7.0,po1000008616
5890,7.0,po1000010253
5891,7.0,po1000009561
5892,7.0,po1000000345
5893,7.0,po1000008596
5894,7.0,po1000007533
5895,7.0,po1000004153
5896,7.0,po1000008211
5897,7.0,po1000006173
5898,7.0,po1000008199
5899,7.0,po1000006240
5900,7.0,po1000006239
5901,7.0,po1000004948
5902,7.0,po1000001564
5903,7.0,po1000005442
5904,7.0,po1000004567
5905,7.0,po1000004573
5906,7.0,po1000004477
5907,7.0,po1000001784
5908,7.0,po1000001566
5909,7.0,po1000003112
5910,7.0,po1000004929
5911,7.0,po1000004280
5912,7.0,po1000004277
5913,7.0,po1000005868
5914,7.0,po1000002539
5915,7.0,po1000003210
5916,7.0,po1000000879
5917,7.0,po1000004524
5918,7.0,po1000007585
5919,7.0,po1000004540
5920,7.0,po1000002335
5921,7.0,po1000007604
5922,7.0,po1000006237
5923,7.0,po1000007586
5924,7.0,po1000008159
5925,7.0,po1000004927
5926,7.0,po1000005128
5927,7.0,po1000006147
5928,7.0,po1000008529
5929,7.0,po1000007605
5930,7.0,po1000004268
5931,7.0,po1000004206
5932,7.0,po1000004225
5933,7.0,po1000004066
5934,7.0,po1000008187
5935,7.0,po1000007559
5936,7.0,po1000008644
5937,7.0,po1000007619
5938,7.0,po1000004855
5939,7.0,po1000004331
5940,7.0,po1000004342
5941,7.0,po1000004497
5942,7.0,po1000008388
5943,7.0,po1000004495
5944,7.0,po1000008290
5945,7.0,po1000007524
5946,7.0,po1000004539
5947,7.0,po1000007568
5948,7.0,po1000008160
5949,7.0,po1000004072
5950,7.0,po1000004337
5951,7.0,po1000004129
5952,7.0,po1000004094
5953,7.0,po1000004507
5954,7.0,po1000008215
5955,7.0,po1000008606
5956,7.0,po1000007594
5957,7.0,po1000004842
5958,7.0,po1000004392
5959,7.0,po1000008148
5960,7.0,po1000003927
5961,7.0,po1000010052
5962,7.0,po1000000092
5963,7.0,po1000010815
5964,7.0,po1000004185
5965,7.0,po1000000184
5966,7.0,po1000008162
5967,7.0,po1000003004
5968,7.0,po1000000330
5969,7.0,po1000009014
5970,7.0,po1000002198
5971,7.0,po1000011306
5972,7.0,po1000006295
5973,7.0,po1000004434
5974,7.0,po1000008599
5975,7.0,po1000005202
5976,7.0,po1000004946
5977,7.0,po1000008581
5978,7.0,po1000004563
5979,7.0,po1000005206
5980,7.0,po1000004408
5981,7.0,po1000004309
5982,7.0,po1000008389
5983,7.0,po1000001062
5984,7.0,po1000007549
5985,7.0,po1000004253
5986,7.0,po1000010031
5987,7.0,po1000007473
5988,7.0,po1000010030
5989,7.0,po1000000567
5990,7.0,po1000004857
5991,7.0,po1000001250
5992,7.0,po1000004242
5993,7.0,po1000004860
5994,7.0,po1000004481
5995,7.0,po1000004535
5996,7.0,po1000008231
5997,7.0,po1000004444
5998,7.0,po1000004159
5999,7.0,po1000004465
6000,7.0,po1000001079
6001,7.0,po1000002320
6002,7.0,po1000008147
6003,7.0,po1000008133
6004,7.0,po1000004498
6005,7.0,po1000000328
6006,7.0,po1000007453
6007,7.0,po1000005580
6008,7.0,po1000007462
6009,7.0,po1000008603
6010,7.0,po1000007603
6011,7.0,po1000007640
6012,7.0,po1000008620
6013,7.0,po1000004565
6014,7.0,po1000010069
6015,7.0,po1000004482
6016,7.0,po1000007638
6017,7.0,po1000004421
6018,7.0,po1000004154
6019,7.0,po1000001992
6020,7.0,po1000004459
6021,7.0,po1000004365
6022,7.0,po1000004945
6023,7.0,po1000009211
6024,7.0,po1000004582
6025,7.0,po1000009355
6026,7.0,po1000007485
6027,7.0,po1000008584
6028,7.0,po1000004452
6029,7.0,po1000003783
6030,7.0,po1000000279
6031,7.0,po1000002637
6032,7.0,po1000000107
