idx	Consumer Company	Country	District	Latitude	Longitude	Mill Company	Mill Name	Parent Company	Province	RSPO	UMLID
2968		colombia	maní	4.689	-72.081	oleoinversiones zomac	oleoinversiones zomac	oleoinversiones zomac	casanare		po1000010809
2969	frieslandcampina	indonesia		0.2998	109.1754			hartono plantation indonesia agro (hpi , agro)			
2969		indonesia	pontianak	0.2998	109.1754	peniti sungai purun	enggang	hpi-agro (djarum)	kalimantan barat		po1000004162
2970	frieslandcampina	colombia		7.22978	-73.85034			palmas oleaginosas bucarelia sas			
2970		colombia	puerto wilches	7.22978	-73.85034	palmas oleaginosas bucarelia sas	palmas oleaginosas bucarelia sas	palmas oleaginosas bucarelia sas	santander		po1000010810
2971	frieslandcampina	malaysia		2.6725	112.127111			golden agro plantation (gap)			
2971		malaysia	dalat	2.6725	112.127110999999	golden agro plantation (gap)	golden agro plantation (gap)	golden agro plantation (gap)	sarawak		po1000010804
2972	frieslandcampina	indonesia		-1.814602	103.848164			prosympac agro lestari			
2972		indonesia	musi banyuasin	-1.8146	103.84815999999901	prosympac agro lestari	prosympac agro lestari	unknown	sumatera selatan		po1000010011
2973	frieslandcampina	indonesia		0.74903	122.43037			bukit berlian			
2973		indonesia	boalemo	0.7496109999999999	122.43086100000001	agro artha surya	agro artha surya	agro artha surya	gorontalo		po1000010882
2974	frieslandcampina	indonesia		-1.7071439999999998	102.160727			aaa			
2974		indonesia	bungo	-1.7071439999999998	102.16072699999901	prima mas lestari	prima mas lestari	unknown	jambi		po1000010052
2975	frieslandcampina	netherlands		16.53629293	-89.86288009			uniaceites			
2975		guatemala	dolores	16.536293	-89.86288	uniaceites	uniaceites	uniaceites	petén		po1000010814
2976	frieslandcampina	netherlands		-0.102824	111.029149			dharma satya nusantara			
2976		indonesia	sekadau	-0.102824	111.029149	dharma satya nusantara	dharma satya nusantara mill 8 (agro andalan)	dharma satya nusantara	kalimantan barat		po1000010802
2977	frieslandcampina	netherlands		5.85378	117.3223			sungai sugut			
2977		malaysia	beluran	5.85378	117.322299999999	sungai sugut	sungai sugut	sungai sugut	sabah		po1000010813
2978	frieslandcampina	netherlands		2.8488330000000004	112.705861			wtk group			
2978		malaysia	mukah	2.8488330000000004	112.705860999999	wtk group	suajaya mahir crop	wtk group	sarawak		po1000010817
2979	frieslandcampina	netherlands		4.978	-72.616			agrovicmart			
2979		colombia	aguazul	4.978	-72.616	agrovicmart	agrovicmart	agrovicmart	casanare		po1000010800
2980	frieslandcampina	malaysia		4.4030000000000005	103.248			tdm berhad			
2980		malaysia	kemaman	4.4030000000000005	103.24799999999999	tdm plantation sdn bhd	kemaman	tdm berhad	trengganu	rspo certified, ip	po1000001053
2981	frieslandcampina	malaysia		4.4030000000000005	103.248			tdm berhad			
2981		malaysia	kemaman	4.4030000000000005	103.24799999999999	tdm plantation sdn bhd	kemaman	tdm berhad	trengganu	rspo certified, ip	po1000001053
2982	frieslandcampina	malaysia		4.4030000000000005	103.248			tdm berhad			
2982		malaysia	kemaman	4.4030000000000005	103.24799999999999	tdm plantation sdn bhd	kemaman	tdm berhad	trengganu	rspo certified, ip	po1000001053
2983	frieslandcampina	malaysia		2.11083	103.39222			ioi corporation berhad			
2983		malaysia	keluang	2.110445	103.39230699999999	ioi corporation berhad	pamol kluang	ioi corporation	johor	rspo certified, ip	po1000000109
2984	frieslandcampina	indonesia		-0.84194444	114.08			genting plantations nusantara			
2984		indonesia	kapuas	-0.8419399999999999	114.08	dwie warna karya	dwie warna karya	genting plantations	kalimantan tengah		po1000007648
2985	frieslandcampina	malaysia		4.4030000000000005	103.248			tdm berhad			
2985		malaysia	kemaman	4.4030000000000005	103.24799999999999	tdm plantation sdn bhd	kemaman	tdm berhad	trengganu	rspo certified, ip	po1000001053
2986	frieslandcampina	malaysia		4.4030000000000005	103.248			tdm berhad			
2986		malaysia	kemaman	4.4030000000000005	103.24799999999999	tdm plantation sdn bhd	kemaman	tdm berhad	trengganu	rspo certified, ip	po1000001053
2987	frieslandcampina	malaysia		2.73511	102.4085			kuala lumpur kepong berhad			
2987		malaysia	jempol	2.735111	102.4085	kuala lumpur kepong berhad	jeram padang	kuala lumpur kepong (klk)	negeri sembilan	rspo certified, ip	po1000000280
2988	frieslandcampina	indonesia		0.434389	101.825			inti indosawit subur			
2988		indonesia	siak	0.43444440000000006	101.825	inti indosawit subur	buatan i	royal golden eagle	riau	rspo certified, mb	po1000000021
2989	frieslandcampina	indonesia		-0.2232	102.095			inti indosawit subur			
2989		indonesia	pelalawan	-0.2232	102.095	inti indosawit subur	ukui i	royal golden eagle	riau	rspo certified, mb	po1000000148
2990	frieslandcampina	indonesia		0.68938889	100.935			tunggal yunus estate			
2990		indonesia	kampar	0.689389	100.935	tunggal yunus estate	topaz	royal golden eagle	riau		po1000002142
2991	frieslandcampina	indonesia		-0.4855	101.452			asia sawit makmur jaya			
2991		indonesia	kuantan singingi	-0.48548900000000006	101.452011	asia sawit makmur jaya	asia sawit makmur	superventure	riau		po1000004315
2992	frieslandcampina	indonesia		0.8640000000000001	101.286			kamparindo agro industri			
2992		indonesia	siak	0.8640000000000001	101.286	kamparindo agro industri	kamparindo agro industri	unknown	riau		po1000008268
2993	frieslandcampina	indonesia		-0.205611	101.319			surya agrolika reksa			
2993		indonesia	kuantan singingi	-0.20561	101.31894399999999	surya agrolika reksa	surya agrolika reksa 2	adimulia	riau		po1000007629
2994	frieslandcampina	indonesia		-0.53	101.493			usaha kita makmur			
2994		indonesia	kuantan singingi	-0.529767	101.49305	usaha kita makmur	usaha kita makmur	unknown	riau		po1000004394
2995	frieslandcampina	indonesia		0.434389	101.825			inti indosawit subur			
2995		indonesia	siak	0.43444440000000006	101.825	inti indosawit subur	buatan i	royal golden eagle	riau	rspo certified, mb	po1000000021
2996	frieslandcampina	indonesia		-0.2232	102.095			inti indosawit subur			
2996		indonesia	pelalawan	-0.2232	102.095	inti indosawit subur	ukui i	royal golden eagle	riau	rspo certified, mb	po1000000148
2997	frieslandcampina	indonesia		0.68938889	100.935			tunggal yunus estate			
2997		indonesia	kampar	0.689389	100.935	tunggal yunus estate	topaz	royal golden eagle	riau		po1000002142
2998	frieslandcampina	indonesia		-0.53	101.493			usaha kita makmur			
2998		indonesia	kuantan singingi	-0.529767	101.49305	usaha kita makmur	usaha kita makmur	unknown	riau		po1000004394
2999	frieslandcampina	malaysia		5.662813	117.81144			lch palm oil mill sdn bhd			
2999		malaysia	kinabatangan	5.6628099999999995	117.81143999999999	wee tee tong palm oil mill sdn bhd	wee tee tong	wee tee tong plantations sdn bhd	sabah		po1000007538
3000	frieslandcampina	indonesia		-0.4855	101.452			asia sawit makmur jaya			
3000		indonesia	kuantan singingi	-0.48548900000000006	101.452011	asia sawit makmur jaya	asia sawit makmur	superventure	riau		po1000004315
3001	frieslandcampina	indonesia		0.8640000000000001	101.286			kamparindo agro industri			
3001		indonesia	siak	0.8640000000000001	101.286	kamparindo agro industri	kamparindo agro industri	unknown	riau		po1000008268
3002	frieslandcampina	indonesia		0.68938889	100.935			tunggal yunus estate			
3002		indonesia	kampar	0.689389	100.935	tunggal yunus estate	topaz	royal golden eagle	riau		po1000002142
3003	frieslandcampina	indonesia		-0.53	101.493			usaha kita makmur			
3003		indonesia	kuantan singingi	-0.529767	101.49305	usaha kita makmur	usaha kita makmur	unknown	riau		po1000004394
3004	frieslandcampina	indonesia		-0.205611	101.319			surya agrolika reksa			
3004		indonesia	kuantan singingi	-0.20561	101.31894399999999	surya agrolika reksa	surya agrolika reksa 2	adimulia	riau		po1000007629
3005	frieslandcampina	indonesia		-0.4855	101.452			asia sawit makmur jaya			
3005		indonesia	kuantan singingi	-0.48548900000000006	101.452011	asia sawit makmur jaya	asia sawit makmur	superventure	riau		po1000004315
3006	frieslandcampina	indonesia		0.434389	101.825			inti indosawit subur			
3006		indonesia	siak	0.43444440000000006	101.825	inti indosawit subur	buatan i	royal golden eagle	riau	rspo certified, mb	po1000000021
3007	frieslandcampina	indonesia		-0.2232	102.095			inti indosawit subur			
3007		indonesia	pelalawan	-0.2232	102.095	inti indosawit subur	ukui i	royal golden eagle	riau	rspo certified, mb	po1000000148
3008	frieslandcampina	indonesia		0.76158056	100.519			sawit asahan indah			
3008		indonesia	rokan hulu	0.761311	100.51901099999999	sawit asahan indah	sawit asahan indah	astra agro lestari	riau		po1000004417
3009	frieslandcampina	indonesia		0.75	117.35			kutai balian nauli			
3009		indonesia	kutai timur	0.75	117.35	kutai balian nauli	kutai balian nauli	chellam plantations	kalimantan timur		po1000007638
3010	frieslandcampina	indonesia		0.95083333	116.915			tapian nadenggan			
3010		indonesia	kutai timur	0.950833	116.915	tapian nadenggan	jak luay	sinar mas	kalimantan timur	rspo certified, mb	po1000001920
3011	frieslandcampina	indonesia		0.68938889	100.935			tunggal yunus estate			
3011		indonesia	kampar	0.689389	100.935	tunggal yunus estate	topaz	royal golden eagle	riau		po1000002142
3012	frieslandcampina	indonesia		-0.53	101.493			usaha kita makmur			
3012		indonesia	kuantan singingi	-0.529767	101.49305	usaha kita makmur	usaha kita makmur	unknown	riau		po1000004394
3013	frieslandcampina	indonesia		-2.786283	104.363683			sri andalan lestari			
3013		indonesia	banyu asin	-2.785727	104.362489	sri andal lestari	sri andal lestari	buana sriwijaya sejahtera (bss)	sumatera selatan		po1000010258
3014	frieslandcampina	indonesia		-4.47161389	104.2559444			wana karya mulya kahuripan			
3014		indonesia	ogan komering ulu timur	-4.471586	104.255916	wahana karya mandiri kahuripan	bunga mayang	makin	sumatera selatan		po1000004056
3015	frieslandcampina	indonesia		0.97045	116.828096			kresna duta agroindo			
3015		indonesia	kutai timur	0.97045	116.828096	kresna duta agroindo	rantau panjang	sinar mas	kalimantan timur		po1000009356
3016	frieslandcampina	indonesia		-2.72158889	104.3590056			mitra aneka rezeki			
3016		indonesia	banyu asin	-2.722018	104.358599	agro palindo sakti	agro palindo sakti	wilmar	sumatera selatan		po1000003497
3017	frieslandcampina	indonesia		-2.674503	104.079356			berkat sawit sukamaju			
3017		indonesia	musi banyuasin	-2.6745080000000003	104.07935	berkat sawit sukamaju	berkat sawit sukamaju	unknown	sumatera selatan		po1000010012
3018	frieslandcampina	indonesia		-3.851717	103.80405			bumi sawindo permai			
3018		indonesia	muara enim	-3.851717	103.80405	bumi sawindo permai	bumi sawindo permai	bukit asam	sumatera selatan		po1000004868
3019	frieslandcampina	indonesia		-2.535817	104.150283			cahaya cemerlang lestari			
3019		indonesia	banyu asin	-2.5358169999999998	104.150283	cahaya cemerlang lestari	cahaya cemerlang lestari	superventure	sumatera selatan		po1000004210
3020	frieslandcampina	indonesia		-2.96316667	104.9175833			daya semesta agro persada			
3020		indonesia	banyu asin	-2.963908	104.917801	daya semesta agro persada	daya semesta agro persada	daya semesta agro persada (dsap)	sumatera selatan		po1000004175
3021	frieslandcampina	indonesia		-3.119195	104.694516			golden oilindo nusantara			
3021		indonesia	ogan ilir	-3.1192	104.69451600000001	golden oilindo nusantara	golden oilindo nusantara	unknown	sumatera selatan		po1000007509
3022	frieslandcampina	indonesia		-2.848567	104.26545			karya sawit lestari			
3022		indonesia	banyu asin	-2.8485669999999996	104.26545	karya sawit lestari	karya sawit lestari	unknown	sumatera selatan		po1000004139
3023	frieslandcampina	indonesia		-3.254102	103.238561			perkebunan hasil musi lestari			
3023		indonesia	musi rawas	-3.254244	103.23795600000001	perkebunan hasil musi lestari	perkebunan hasil musi lestari	ams-ganda	sumatera selatan		po1000008135
3024	frieslandcampina	indonesia		-2.73852778	103.5673611			pinago utama			
3024		indonesia	musi banyuasin	-2.739183	103.568533	pinago utama	pinago utama	unknown	sumatera selatan		po1000004236
3025	frieslandcampina	indonesia		-2.795	104.736			sutopo lestari jaya			
3025		indonesia	banyu asin	-2.795475	104.735954	sutopo lestari jaya	sutopo lestari jaya	unknown	sumatera selatan		po1000006231
3026	frieslandcampina	indonesia		-3.671662	105.067917			waimusi agro indah			
3026		indonesia	ogan komering ilir	-3.6716620000000004	105.067917	waimusi agro indah	waimusi agro indah	unknown	sumatera selatan		po1000008596
3027	frieslandcampina	indonesia		-2.821718	103.444369			wanapotensi guna			
3027		indonesia	musi banyuasin	-2.821718	103.444369	wahana potensi guna	wana potensi guna	unknown	sumatera selatan		po1000004317
3028	frieslandcampina	indonesia		-2.84894444	104.1649444			perkebunan nusantara vii			
3028		indonesia	banyu asin	-2.848944	104.1649	perkebunan nusantara vii	unit betung	ptpn iii	sumatera selatan		po1000006340
3029	frieslandcampina	indonesia		-3.54836111	103.8448611			perkebunan nusantara vii			
3029		indonesia	muara enim	-3.5484699999999996	103.84418000000001	perkebunan nusantara vii	sungai lengi	ptpn iii	sumatera selatan		po1000006240
3030	frieslandcampina	indonesia		-3.48791667	104.0363611			perkebunan nusantara vii			
3030		indonesia	muara enim	-3.4874199999999997	104.03591	perkebunan nusantara vii	sungai niru	ptpn iii	sumatera selatan		po1000006239
3031	frieslandcampina	indonesia		-2.96833333	104.1211389			perkebunan nusantara vii			
3031		indonesia	musi banyuasin	-2.9687799999999998	104.12181	perkebunan nusantara vii	unit talang sawit	ptpn iii	sumatera selatan		po1000006237
3032	frieslandcampina	indonesia		-2.786283	104.363683			sri andalan lestari			
3032		indonesia	banyu asin	-2.785727	104.362489	sri andal lestari	sri andal lestari	buana sriwijaya sejahtera (bss)	sumatera selatan		po1000010258
3033	frieslandcampina	indonesia		-4.47161389	104.2559444			wana karya mulya kahuripan			
3033		indonesia	ogan komering ulu timur	-4.471586	104.255916	wahana karya mandiri kahuripan	bunga mayang	makin	sumatera selatan		po1000004056
3034	frieslandcampina	indonesia		0.97045	116.828096			kresna duta agroindo			
3034		indonesia	kutai timur	0.97045	116.828096	kresna duta agroindo	rantau panjang	sinar mas	kalimantan timur		po1000009356
3035	frieslandcampina	indonesia		-2.72158889	104.3590056			mitra aneka rezeki			
3035		indonesia	banyu asin	-2.722018	104.358599	agro palindo sakti	agro palindo sakti	wilmar	sumatera selatan		po1000003497
3036	frieslandcampina	indonesia		-2.674503	104.079356			berkat sawit sukamaju			
3036		indonesia	musi banyuasin	-2.6745080000000003	104.07935	berkat sawit sukamaju	berkat sawit sukamaju	unknown	sumatera selatan		po1000010012
3037	frieslandcampina	indonesia		-3.851717	103.80405			bumi sawindo permai			
3037		indonesia	muara enim	-3.851717	103.80405	bumi sawindo permai	bumi sawindo permai	bukit asam	sumatera selatan		po1000004868
3038	frieslandcampina	indonesia		-2.535817	104.150283			cahaya cemerlang lestari			
3038		indonesia	banyu asin	-2.5358169999999998	104.150283	cahaya cemerlang lestari	cahaya cemerlang lestari	superventure	sumatera selatan		po1000004210
3039	frieslandcampina	indonesia		-2.96316667	104.9175833			daya semesta agro persada			
3039		indonesia	banyu asin	-2.963908	104.917801	daya semesta agro persada	daya semesta agro persada	daya semesta agro persada (dsap)	sumatera selatan		po1000004175
3040	frieslandcampina	indonesia		-3.067688	104.204637			golden blossom sumatra			
3040		indonesia	banyu asin	-3.067688	104.204637	golden blossom sumatra	golden blossom sumatera	gozco plantations	sumatera selatan		po1000008434
3041	frieslandcampina	indonesia		-3.119195	104.694516			golden oilindo nusantara			
3041		indonesia	ogan ilir	-3.1192	104.69451600000001	golden oilindo nusantara	golden oilindo nusantara	unknown	sumatera selatan		po1000007509
3042	frieslandcampina	indonesia		-2.848567	104.26545			karya sawit lestari			
3042		indonesia	banyu asin	-2.8485669999999996	104.26545	karya sawit lestari	karya sawit lestari	unknown	sumatera selatan		po1000004139
3043	frieslandcampina	indonesia		-3.254102	103.238561			perkebunan hasil musi lestari			
3043		indonesia	musi rawas	-3.254244	103.23795600000001	perkebunan hasil musi lestari	perkebunan hasil musi lestari	ams-ganda	sumatera selatan		po1000008135
3044	frieslandcampina	indonesia		-2.73852778	103.5673611			pinago utama			
3044		indonesia	musi banyuasin	-2.739183	103.568533	pinago utama	pinago utama	unknown	sumatera selatan		po1000004236
3045	frieslandcampina	indonesia		-2.795	104.736			sutopo lestari jaya			
3045		indonesia	banyu asin	-2.795475	104.735954	sutopo lestari jaya	sutopo lestari jaya	unknown	sumatera selatan		po1000006231
3046	frieslandcampina	indonesia		-3.671662	105.067917			waimusi agro indah			
3046		indonesia	ogan komering ilir	-3.6716620000000004	105.067917	waimusi agro indah	waimusi agro indah	unknown	sumatera selatan		po1000008596
3047	frieslandcampina	indonesia		-2.84894444	104.1649444			perkebunan nusantara vii			
3047		indonesia	banyu asin	-2.848944	104.1649	perkebunan nusantara vii	unit betung	ptpn iii	sumatera selatan		po1000006340
3048	frieslandcampina	indonesia		-3.54836111	103.8448611			perkebunan nusantara vii			
3048		indonesia	muara enim	-3.5484699999999996	103.84418000000001	perkebunan nusantara vii	sungai lengi	ptpn iii	sumatera selatan		po1000006240
3049	frieslandcampina	indonesia		-3.48791667	104.0363611			perkebunan nusantara vii			
3049		indonesia	muara enim	-3.4874199999999997	104.03591	perkebunan nusantara vii	sungai niru	ptpn iii	sumatera selatan		po1000006239
3050	frieslandcampina	indonesia		-2.96833333	104.1211389			perkebunan nusantara vii			
3050		indonesia	musi banyuasin	-2.9687799999999998	104.12181	perkebunan nusantara vii	unit talang sawit	ptpn iii	sumatera selatan		po1000006237
3051	frieslandcampina	indonesia		0.9375	101.3002			pt ivo mas tunggal			
3051		indonesia	siak	0.9375	101.3002	ivo mas tunggal	sam-sam	sinar mas	riau	rspo certified, ip	po1000001058
3052	frieslandcampina	indonesia		-1.90136	105.47642			pt smart tbk			
3052		indonesia	bangka barat	-1.901389	105.47638899999998	maskapai perkebunan leidong west indonesia	maskapai perkebuan leidong west	sinar mas	bangka belitung	rspo certified, mb	po1000001372
3053	frieslandcampina	indonesia		0.9285278	101.2063611			pt smart tbk			
3053		indonesia	siak	0.9286110000000001	101.206389	ivo mas tunggal	libo	sinar mas	riau	rspo certified, ip	po1000001057
3054	frieslandcampina	indonesia		0.533617	101.076383			pt smart tbk			
3054		indonesia	kampar	0.5334939999999999	101.07638100000001	ramajaya pramukti	ramarama	sinar mas	riau	rspo certified, mb	po1000001062
3055	frieslandcampina	indonesia		3.965278	96.565278			pt socfin indonesia			
3055		indonesia	nagan raya	3.965278	96.565278	socfin indonesia	seumanyam	socfin	aceh	rspo certified, ip	po1000001777
3056	frieslandcampina	indonesia		1.643317	100.417617			ptpn			
3056		indonesia	rokan hilir	1.643317	100.417617	perkebunan nusantara iii	sei meranti	ptpn iii	riau	rspo certified, mb	po1000004927
3057	frieslandcampina	indonesia		2.90205	99.5094			ptpn			
3057		indonesia	asahan	2.90205	99.5094	perkebunan nusantara iii	sei silau	ptpn iii	sumatera utara		po1000004948
3058	frieslandcampina	indonesia		1.96403	100.10817			ptpn			
3058		indonesia	labuhanbatu selatan	1.9640279999999999	100.10816700000001	perkebunan nusantara iii	sisumut	ptpn iii	sumatera utara	rspo certified, mb	po1000003112
3059	frieslandcampina	indonesia		3.01229	99.23557			sipef			
3059		indonesia	simalungun	3.012294	99.23557199999999	eastern sumatera indonesia	bukit maradja	sipef	sumatera utara	rspo certified, ip	po1000000095
3060	frieslandcampina	indonesia		1.985372	103.46231			epa management sdn bhd			
3060		malaysia	keluang	1.9853720000000001	103.46231	sindora berhad	sindora	kulim (malaysia) berhad	johor	rspo certified, mb	po1000001264
3061	frieslandcampina	malaysia		5.292778	118.206817			awan timur palm oil mill resources (perak) sdn bhd unit			
3061		malaysia	kinabatangan	5.292781	118.20681699999999	asia oil palm sdn bhd	asia	jc chang (pte) ltd	sabah	rspo certified, mb	po1000000524
3062	frieslandcampina	malaysia		5.272222	118.053444			carotino/jc chang group - melewar production unit			
3062		malaysia	kinabatangan	5.272222	118.053444	melewar properties sdn bhd	melewar	jc chang (pte) ltd	sabah	rspo certified, mb	po1000000527
3063	frieslandcampina	malaysia		3.6946583	102.5947222			fgv palm industries sdn. bhd. - kilang sawit jengka 3			
3063		malaysia	maran	3.6946583	102.59472199999999	fgv palm industries sdn bhd	jengka 3	fgv holdings berhad	pahang		po1000000514
3064	frieslandcampina	malaysia		3.740111100000001	102.4903055			fgvpisb kilang sawit jengka 21			
3064		malaysia	maran	3.740236	102.489625	fgv palm industries sdn bhd	jengka 21	fgv holdings berhad	pahang	rspo certified, mb	po1000000607
3065	frieslandcampina	malaysia		3.921733	102.489533			fgvpisb kilang sawit kota gelanggi			
3065		malaysia	jerantut	3.921733	102.489533	fgv palm industries sdn bhd	kota gelanggi	fgv holdings berhad	pahang	rspo certified, mb	po1000000254
3066	frieslandcampina	malaysia		1.827009	103.639143			fgvpisb kilang sawit penggeli			
3066		malaysia	kota tinggi	1.827009	103.639143	fgv palm industries sdn bhd	penggeli	fgv holdings berhad	johor	rspo certified, mb	po1000001310
3067	frieslandcampina	malaysia		1.856092	103.209291			genting ayer item oil mill			
3067		malaysia	keluang	1.8560919999999999	103.20929100000001	genting plantations berhad	genting ayer item	genting plantations	johor	rspo certified, ip	po1000002439
3068	frieslandcampina	malaysia		5.609	117.7899			kuala lumpur kepong berhad bornion palm oil mill			
3068		malaysia	kinabatangan	5.609	117.7899	kl-kepong (sabah) sdn berhad	bornion	kuala lumpur kepong (klk)	sabah	rspo certified, mb	po1000000261
3069	frieslandcampina	malaysia		2.204546	103.270394			kuala lumpur kepong berhad kekayaan palm oil mill			
3069		malaysia	keluang	2.204546	103.270394	kuala lumpur kepong berhad	kekayaan palm oil mill	kuala lumpur kepong (klk)	johor	rspo certified, ip	po1000000201
3070	frieslandcampina	malaysia		5.08395	118.58825			kuala lumpur kepong berhad lungmanis palm oil mill			
3070		malaysia	lahad datu	5.08395	118.58825	kl-kepong (sabah) sdn berhad	lungmanis	kuala lumpur kepong (klk)	sabah	rspo certified, ip	po1000000263
3071	frieslandcampina	malaysia		4.4550861	118.223825			kuala lumpur kepong berhad mill 2 palm oil mill			
3071		malaysia	tawau	4.4550861	118.223825	kl-kepong (sabah) sdn berhad	mill 2	kuala lumpur kepong (klk)	sabah	rspo certified, ip	po1000000428
3072	frieslandcampina	malaysia		4.450414	118.278194			kuala lumpur kepong berhad pinang palm oil mill			
3072		malaysia	semporna	4.450414	118.278194	kl-kepong (sabah) sdn berhad	pinang	kuala lumpur kepong (klk)	sabah	rspo certified, ip	po1000000427
3073	frieslandcampina	malaysia		5.0193	118.5715			kuala lumpur kepong berhad rimmer palm oil mill			
3073		malaysia	lahad datu	5.0193	118.5715	kl-kepong (sabah) sdn berhad	rimmer	kuala lumpur kepong (klk)	sabah		po1000000262
3074	frieslandcampina	malaysia		4.4910190000000005	118.437699			n.y. hiew (holdings) sdn. bhd. pinangah palm oil mill			
3074		malaysia	semporna	4.4910190000000005	118.437699	kilang kelapa sawit pinangah sdn bhd	pinangah	n.y. hiew (holdings) sdn bhd	sabah	rspo certified, mb	po1000003827
3075	frieslandcampina	indonesia		0.3480556	101.9716667			nilo palm oil mill 1 pt adei plantation & industry			
3075		indonesia	pelalawan	0.34805559999999997	101.97166700000001	adei plantation and industry	nilo 1	kuala lumpur kepong (klk)	riau	rspo certified, mb	po1000001417
3076	frieslandcampina	indonesia		-3.948633	104.957367			pt buluh cawang plantation			
3076		indonesia	ogan komering ilir	-3.948633	104.95736699999999	buluh cawang plantations	dabuk rejo	wilmar	sumatera selatan	rspo certified, mb	po1000000953
3077	frieslandcampina	indonesia		-1.176694	103.007806			pt dasa anugrah sejati - taman raja mill			
3077		indonesia	tanjung jabung b	-1.1766940000000001	103.007806	dasa anugerah sejati	taman raja	royal golden eagle	jambi	rspo certified, mb	po1000002143
3078	frieslandcampina	indonesia		2.749444	99.469722			pt gunung melayu - gunung melayu ii mill			
3078		indonesia	asahan	2.749444	99.46972199999999	gunung melayu	gunung melayu ii	royal golden eagle	sumatera utara	rspo certified, mb	po1000002608
3079	frieslandcampina	indonesia		2.359694	100.041889			pt hari sawit jaya - negri lama i mill			
3079		indonesia	labuhanbatu	2.3596939999999997	100.041889	inti indosawit subur	negeri lama i	royal golden eagle	sumatera utara	rspo certified, mb	po1000002147
3080	frieslandcampina	indonesia		2.359722	100.035278			pt hari sawit jaya - negri lama ii mill			
3080		indonesia	labuhanbatu	2.359722	100.035278	hari sawit jaya	negeri lama ii	royal golden eagle	sumatera utara	rspo certified, mb	po1000003004
3081	frieslandcampina	indonesia		2.128889	100.008889			pt indo sepadan jaya - tanjung selamat mill			
3081		indonesia	labuhanbatu	2.128889	100.008889	inti indosawit subur	tanjung selamat	royal golden eagle	sumatera utara	rspo certified, mb	po1000002607
3082	frieslandcampina	indonesia		-1.301383	102.97935			pt inti indosawit subur - tungkal ulu			
3082		indonesia	tanjung jabung b	-1.301383	102.97935	inti indosawit subur	tungkal ulu	royal golden eagle	jambi	rspo certified, mb	po1000000345
3083	frieslandcampina	indonesia		-0.2232	102.095			pt inti indosawit subur - ukui i			
3083		indonesia	pelalawan	-0.2232	102.095	inti indosawit subur	ukui i	royal golden eagle	riau	rspo certified, mb	po1000000148
3084	frieslandcampina	indonesia		-0.277042	102.116078			pt inti indosawit subur - ukui ii mill			
3084		indonesia	indragiri hulu	-0.277042	102.116078	inti indosawit subur	ukui ii	royal golden eagle	riau		po1000002491
3085	frieslandcampina	indonesia		1.643317	100.417617			pt perkebunan nusantara iii (persero) sei meranti palm oil mill			
3085		indonesia	rokan hilir	1.643317	100.417617	perkebunan nusantara iii	sei meranti	ptpn iii	riau	rspo certified, mb	po1000004927
3086	frieslandcampina	indonesia		1.7092169999999998	100.289067			pt perkebunan nusantara iii (persero) torgamba palm oil mill			
3086		indonesia	labuhanbatu selatan	1.7092169999999998	100.289067	perkebunan nusantara iii	torgamba	ptpn iii	sumatera utara	rspo certified, mb	po1000004929
3087	frieslandcampina	indonesia		0.726125	100.57822			pt perkebunan nusantara v sei rokan palm oil mill			
3087		indonesia	rokan hulu	0.7257222	100.57898	perkebunan nusantara v	sei rokan	ptpn iii	riau	rspo certified, mb	po1000005128
3088	frieslandcampina	indonesia		0.599154	100.69283			pt perkebunan nusantara v tandun palm oil mill			
3088		indonesia	kampar	0.599154	100.69283	perkebunan nusantara v	tandun	ptpn iii	riau	rspo certified, mb	po1000004402
3089	frieslandcampina	indonesia		-1.346526	102.456315			pt rigunas agri utama - bungo tebo mill			
3089		indonesia	tebo	-1.3465260000000001	102.456315	rigunas agri utama	bungo tebo	royal golden eagle	jambi	rspo certified, mb	po1000002913
3090	frieslandcampina	indonesia		2.791667	99.598333			pt saudara sejati luhur - gunung melayu i mill			
3090		indonesia	asahan	2.791667	99.598333	saudara sejati luhur	gunung melayu i	royal golden eagle	sumatera utara	rspo certified, mb	po1000002609
3091	frieslandcampina	indonesia		1.99972222	99.93972222			pt supra matra abadi - aek nabara mill			
3091		indonesia	labuhanbatu	1.9997220000000002	99.939722	supra matra abadi	aek nabara	royal golden eagle	sumatera utara	rspo certified, mb	po1000002145
3092	frieslandcampina	indonesia		3.148056	99.556389			pt supra matra abadi – tanah datar mill			
3092		indonesia	batu bara	3.148056	99.556389	supra matra abadi	tanah datar	royal golden eagle	sumatera utara	rspo certified, mb	po1000002144
3093	frieslandcampina	indonesia		2.002806	100.243611			pt supra matra abadi - teluk panjie mill			
3093		indonesia	labuhanbatu selatan	2.002806	100.243611	supra matra abadi	teluk panjie	royal golden eagle	sumatera utara	rspo certified, mb	po1000002146
3094	frieslandcampina	indonesia		0.689389	100.935			pt tunggal yunus estate - topaz mill			
3094		indonesia	kampar	0.689389	100.935	tunggal yunus estate	topaz	royal golden eagle	riau		po1000002142
3095	frieslandcampina	indonesia		1.621167	100.102444			pt. barumun agro sentosa			
3095		indonesia	padang lawas utara	1.621167	100.10244399999999	barumun agri sentosa	aek sigala gala	pasifik agro sentosa (pas)	sumatera utara	rspo certified, mb	po1000001315
3096	frieslandcampina	indonesia		-2.230183	112.49125			pt. bumi sawit kencana			
